,PSZ,SURP,DATE,HQ,ENGNAME,RUSNAME,TYPE,NEWDEV,FUNC1,FUNC2,FUNC3,CAP,RUBLE,STCAP,SHARES,PRICE,STPRICE,BONDS,LOC2,LOC3,YEAR,MONTH,DAY,ID,NEWENT,PROP,MAN,STAFF,SALE,OWN,PAI,AKTS,NEWFIRM,EXISTFIRM,EXISTFIRMNEWFUNC,NOBONDS,BONDSOK,BONDSWLIMIT,NOPROPRES,LANDLIMIT,PERMNEEDED,LANDBAN,NOMANRES,MANRESTYPE,NOSTAFFRES,LIMTRAINING,NOSALERES,TOBEARER,NAMEDINFORMED,NAMEDINFOFF,NOOWNRES,OWNRIGHTS,NOFOROWN,CHRISOWN,CROPS,LIVESTOCK,AGSERVICES,FORESTRY,FISHING,AG,MINING,CONSTRUCTION,MANUFACTURING,TRANSPORTATION,WHOLESALE,RETAIL,FINANCE,SERVICES,PUBADMIN,NONCLASS,INDUSTRY,MANUFOODS,MANUTEXTILES,MANUWOOD,MANUPAPER,MANUCHEMICALS,MANUANIMAL,MANUMINERAL,MANUMETALS,MANUMISC,ManufacturingIndustry,FOODSFLOUR,FOODSBEETSUGAR,FOODSMALTBEVS,MOSCOW,STPETE,PROV,HQCODE,HQProvince,MOSCOWProv,HQRegion,LOC1,OPProvince,OPRegion
2719,3-22561,3-0114,1903-02-20,Warsaw,Warsaw Region Agricultural Implements Co.,"Ak. ob. fabriki zemledel'cheskikh mashin i orudii ""Krai""",1,1,3523,,,1000.0,9,1000,4000.0,250.0,250,0.0,,,1903,2,20,2720.0,1.0,7,3,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5101,Varshavskaia,Poland
2720,3-22562,3-0115,1903-02-20,Kovno,Engelman Brewing and Malt Co.,"Ak. ob. parovogo pivivarennogo zavoda i fabriki soloda ""Engel'man""",1,2,2082,2083.0,,350.0,9,350,700.0,500.0,500,0.0,,,1903,2,20,2721.0,0.0,5,4,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,1.0,0.0,0.0,1.0,1701,Kovenskaia,0.0,West,1701,Kovenskaia,West
2721,3-22645,3-0129,1903-03-14,Moscow,M. A. Shustrov Co. (textile dyeing and weaving),Tov. M. A. Shustrova,4,2,2261,,,400.0,9,400,800.0,500.0,500,0.0,,,1903,3,14,2722.0,0.0,5,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2722,3-22646,3-0226,1903-03-14,St. Petersburg,"[1905!    Russian Nail Sales Co. (Gvodz, the syndicate)","Ak. ob. ""Gvodz'""",1,1,5051,3312.0,,500.0,9,500,2000.0,250.0,250,0.0,,,1903,3,14,2723.0,1.0,5,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wholesale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
2723,3-22698,3-0145,1903-03-21,"Pogrebishche, B",Berdichev dPogrebishche Flour Co.,Ak. ob Pogrebishchenskoi val'tsovoi mel'nitsy,1,1,2041,,,200.0,9,200,400.0,500.0,500,0.0,,,1903,3,21,2724.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,1.0,0.0,0.0,0.0,0.0,1.0,1602,Kievskaia,0.0,South,1602,Kievskaia,South
2724,3-22743,3-0396,1903-03-28,Odessa,Skadovsk Railroad,Ob. Skadovskoi zheleznoi dorogi,1,1,4011,,,12000.0,9,12000,,,0,2.0,,,1903,3,28,2725.0,1.0,0,3,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,4106,Tavricheskaia,South
2725,3-22748,3-0227,1903-03-28,Baku,Aral and Caspian Petroleum Co.,Aralo-Kaspiiskoe neftepromyshlennoe i torgovoe ob.,1,2,2911,1311.0,,1500.0,9,1500,6000.0,250.0,250,0.0,,,1903,3,28,2726.0,0.0,6,4,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,0.0,1.0,6101,Bakinskaia,0.0,Caucasus,6101,Bakinskaia,Caucasus
2726,3-22769,3-0304,1903-04-05,St. Petersburg,Tavda Railroad,Ob. Tavdinskoi zheleznoi dorogi,1,1,4011,,,38500.0,9,38500,,,0,2.0,3102.0,7807.0,1903,4,5,2727.0,1.0,0,3,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3103,Permskaia,Volga-Ural
2727,3-22778,3-0146,1903-04-05,Warsaw,Flora Coal Co.,"Kamennougol'noe ak. ob. ""Flora""",1,1,1211,,,1500.0,9,1500,8000.0,188.0,188,0.0,5305.0,,1903,4,5,2728.0,1.0,1,4,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5602,Petrokovskaia,Poland
2728,3-22779,3-0221,1903-04-05,St. Petersburg,Tura River Platinum Mining Co. (also gold and oth,Turinskoe platinopromyshlennoe tov.,4,1,1041,1099.0,,500.0,9,500,2000.0,250.0,250,0.0,3103.0,,1903,4,5,2729.0,1.0,5,4,8,2,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3102,Permskaia,Volga-Ural
2729,3-22780,3-0228,1903-04-05,Warsaw,Brzegi Children's Hospital,"Ob. sanitarnoi stantsii ""Brzhegi""",1,1,8069,,,150.0,9,150,600.0,250.0,250,0.0,,,1903,4,5,2730.0,1.0,7,3,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5109,Varshavskaia,Poland
2730,3-22781,3-0229,1903-04-05,Moscow,First Moscow Albom Co.,Tov pervoi moskovskoi fabriki al'bomov i kozhanykh izdelii,4,2,3199,2782.0,,200.0,9,200,200.0,1000.0,1000,0.0,,,1903,4,5,2731.0,0.0,5,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MANUANIMAL,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2731,3-22782,3-0246,1903-04-05,Lokhvitsa,Lokhvitsa Tobacco Co.,Ak. ob. plantatov tabaka-makhorki Lokhvitskogo uezda,1,1,2131,,,200.0,9,200,2000.0,100.0,100,0.0,,,1903,4,5,2732.0,1.0,5,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,3308,Poltavskaia,0.0,South,3308,Poltavskaia,South
2732,3-22888,3-0147,1903-05-02,Borovichi,Borovichi Brick Co.,Ak. ob. dlia vydelki oblitsovochnogo kirpicha i drugikh goncharnykh izdelii v Borovichakh,1,2,3251,3260.0,,250.0,9,250,250.0,1000.0,1000,0.0,,,1903,5,2,2733.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,0.0,0.0,1.0,2602,Novgorodskaia,0.0,North,2602,Novgorodskaia,North
2733,3-22889,3-0413,1903-05-02,Moscow,Zhemochkin Leather Co.,Torgovopromyshlennoe tov. kozhevennykh izdelii I. P. Zhemochkina,4,2,3111,,,200.0,9,200,200.0,1000.0,1000,0.0,,,1903,5,2,2734.0,0.0,5,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MANUANIMAL,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2734,3-22890,3-0414,1903-05-02,Moscow,Art Printing and Publishing Co.,Ak. ob. khudozhestvennoi pechati i izdatel'skogo dela,1,2,2700,,,300.0,9,300,1200.0,250.0,250,0.0,,,1903,5,2,2735.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MANUPAPER,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2735,3-22891,3-0415,1903-05-02,Warsaw,Warsaw Bus Co.,Varshavskoe ak. ob. dlia eksploatatsii avtomobilei,1,1,4131,,,300.0,9,300,1200.0,250.0,250,0.0,,,1903,5,2,2736.0,1.0,5,4,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,9607,.,.
2736,3-22892,3-0416,1903-05-02,Kiev,Kiev Continental Hotel (1903) [cf. 3-16093!,"Kievskoe ob. gostinitsy ""Kontintental'""",1,2,7011,,,550.0,9,550,2200.0,250.0,250,0.0,,,1903,5,2,2737.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1601,Kievskaia,0.0,South,1601,Kievskaia,South
2737,3-22893,3-0417,1903-05-02,Moscow,Aleksandrov Construction Materials Co.,Moskovskoe promyshlenno-stroitel'noe tov. Vasiliia Aleksandrovich Aleksandrova,4,2,3251,1420.0,3270.0,750.0,9,750,750.0,1000.0,1000,0.0,,,1903,5,2,2738.0,0.0,5,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2738,3-22940,3-0428,1903-05-10,Czestochowa,Warta Linen and Jute Bag Co.,"Ak. ob. l'niano-dzhutovoi manufaktury ""Varta""",1,2,2393,2299.0,,1000.0,9,1000,4000.0,250.0,250,0.0,,,1903,5,10,2739.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,0.0,0.0,1.0,5608,Petrokovskaia,0.0,Poland,5608,Petrokovskaia,Poland
2739,3-22941,3-0455,1903-05-10,Merv,Petrosiants and Gukasiants Vegetable Oil Co. (& s,Masloboino-zavodskoe i torgovopromyshlennoe ak. ob. brat'ev G. i A. Petrosiants i Kh. Gukasiants,1,2,2841,2076.0,2041.0,150.0,9,150,600.0,250.0,250,0.0,,,1903,5,10,2740.0,0.0,1,1,1,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,0.0,1.0,8204,Transkaspiskaia,0.0,Central Asia,8204,Transkaspiskaia,Central Asia
2740,3-22942,3-0456,1903-05-10,Moscow,Aleksei Bolotnov's Sons Co. (gold and silver thre,Tov. Alekseia Bolotnova synov'ia preemniki,4,2,3911,,,250.0,9,250,100.0,2500.0,2500,0.0,,,1903,5,10,2741.0,0.0,5,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MANUMISC,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
2741,3-22947,3-0603,1903-05-10,Archangel,Archangel North Star Lumber Co.,"Tov. lesopil'nogo zavoda ""Stella-Polare""",4,2,2421,,,564.0,9,564,564.0,1000.0,1000,0.0,700.0,3100.0,1903,5,10,2742.0,0.0,5,3,8,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUWOOD,0.0,0.0,0.0,0.0,0.0,1.0,0101,Arkhalgelskaia,0.0,North,0106,Arkhalgelskaia,North
2742,3-23004,3-0604,1903-05-24,Odessa,Ptashnikov Co. (haberdashery sales),"Torgovopromyshlennoe tov. ""Nasledniki V. T. Ptashnikova""",4,2,5611,5130.0,,1000.0,9,1000,400.0,2500.0,2500,0.0,4107.0,7609.0,1903,5,24,2743.0,0.0,1,4,8,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4701,Khersonskaia,0.0,South,4700,Khersonskaia,South
2743,3-23005,3-0605,1903-05-03,Baku,Caspian Machinery Co.,Ak. ob. Kaspiiskogo machinostroitel'nogo i kotel'nogo zavoda,1,2,3500,,,800.0,9,800,3200.0,250.0,250,0.0,,,1903,5,3,2744.0,0.0,5,0,0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,6101,Bakinskaia,0.0,Caucasus,6101,Bakinskaia,Caucasus
2744,3-23140,3-0443,1903-06-10,Vladivostok,Bryner and Kuznetsov Far Eastern Cargo Handling C,"Ak. ob. ""Briner i Kuznetsov"" nagruzki i vygruzki sudov v portakh Dal'nego Vostoka, transportirovaniia kladei i tovarnykh skladov",1,1,4463,,,500.0,9,500,2000.0,250.0,250,0.0,,,1903,6,10,2745.0,1.0,6,4,8,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,7609,Maritime Region,0.0,Siberia,7600,Maritime Region,Siberia
2745,3-23163,3-0606,1903-06-15,St. Petersburg,First Petersburg Electric Streetcar Co.,Ob. pervogo S.-Peterburgskogo elektricheskogo tramvaia,1,1,4111,,,1000.0,9,1000,4000.0,250.0,250,1.0,,,1903,6,15,2746.0,1.0,1,2,8,2,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
2746,3-23164,3-0607,1903-06-15,"Vishnevchik, Ka",amenetsk d.Vishnevchik Sugar Co. (1903) [cf. 3-01830!,"Tov. sveklosakharnogo zavoda ""Vishnevchik""",4,2,2063,,,300.0,9,300,300.0,1000.0,1000,0.0,,,1903,6,15,2747.0,0.0,1,0,8,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,3201,Podolskaia,0.0,South,3201,Podolskaia,South
2747,3-23184,3-0280,1903-06-20,St. Petersburg,White Sea Fishing Co.,Ak. ob. Belomorskikh promyslov,1,2,912,,,300.0,9,300,1200.0,250.0,250,0.0,102.0,,1903,6,20,2748.0,0.0,1,4,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,0103,Arkhalgelskaia,North
2748,3-23187,3-0294,1903-06-20,St. Petersburg,[1905!    Julius Pintsch Electric Light Co.,"Ak. ob. dlia izgotovleniia priborov osveshcheniia i mekhanicheskikh zavoda ""Iulius Pintsh i Ko.""",1,1,3640,,,300.0,9,300,300.0,1000.0,1000,0.0,,,1903,6,20,2749.0,1.0,5,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
2749,3-23192,3-0608,1903-06-20,Odessa,Rekitar Tin Co.,"Ob. zavoda dlia vydelki beloi zhesti i izdelii iz nee, a takzhe vsiakogo roda metallicheskikh izdelii ""B. G. Rekitar"" v Odesse",1,2,3312,3356.0,,250.0,9,250,1000.0,250.0,250,0.0,,,1903,6,20,2750.0,0.0,5,0,0,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,4701,Khersonskaia,0.0,South,4705,Khersonskaia,South
2750,3-23193,3-0621,1903-06-20,Moscow,Alpatova Wallpaper Co.,Ak. ob. oboinoi fabriki O. S. Alpatovoi,1,2,2649,,,750.0,9,750,750.0,1000.0,1000,0.0,,,1903,6,20,2751.0,0.0,1,2,8,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MANUPAPER,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
