,PSZ,SURP,DATE,HQ,ENGNAME,RUSNAME,TYPE,NEWDEV,FUNC1,FUNC2,FUNC3,CAP,RUBLE,STCAP,SHARES,PRICE,STPRICE,BONDS,LOC2,LOC3,YEAR,MONTH,DAY,ID,NEWENT,PROP,MAN,STAFF,SALE,OWN,PAI,AKTS,NEWFIRM,EXISTFIRM,EXISTFIRMNEWFUNC,NOBONDS,BONDSOK,BONDSWLIMIT,NOPROPRES,LANDLIMIT,PERMNEEDED,LANDBAN,NOMANRES,MANRESTYPE,NOSTAFFRES,LIMTRAINING,NOSALERES,TOBEARER,NAMEDINFORMED,NAMEDINFOFF,NOOWNRES,OWNRIGHTS,NOFOROWN,CHRISOWN,CROPS,LIVESTOCK,AGSERVICES,FORESTRY,FISHING,AG,MINING,CONSTRUCTION,MANUFACTURING,TRANSPORTATION,WHOLESALE,RETAIL,FINANCE,SERVICES,PUBADMIN,NONCLASS,INDUSTRY,MANUFOODS,MANUTEXTILES,MANUWOOD,MANUPAPER,MANUCHEMICALS,MANUANIMAL,MANUMINERAL,MANUMETALS,MANUMISC,ManufacturingIndustry,FOODSFLOUR,FOODSBEETSUGAR,FOODSMALTBEVS,MOSCOW,STPETE,PROV,HQCODE,HQProvince,MOSCOWProv,HQRegion,LOC1,OPProvince,OPRegion
754,2-56005,999999,1876-05-28,Moscow,Kolchugin Brass and Copper Co.,Tov. latunnogo i mednoprokatnogo zavodov Kol'chugina,4,2,3351,3362.0,,500.0,9,500,500.0,1000.0,1000,0.0,,,1876,5,28,755.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,0613,Vladimirskaia,Center
755,2-56090,999999,1876-06-16,Warsaw,Warsaw Telegraph and Railroad Equipment Co.,"Varshavskoe ak. ob. metallicheskikh izdelii, telegrafnykh i zheleznodorozhnykh prinadlezhnostei",1,2,3743,3661.0,3400.0,450.0,9,450,900.0,500.0,500,1.0,,,1876,6,16,756.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5101,Varshavskaia,Poland
756,2-56091,999999,1876-06-16,Mitau,Courland Agricultural Machinery Co.,Kurliandskoe tov. dlia postroiki i pochinki sel'skokhoziaistvennykh mashin i zemledel'cheskikh orudii i vyplavki chuguna,4,2,3523,3312.0,,125.0,9,125,250.0,500.0,500,0.0,,,1876,6,16,757.0,0.0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,1901,Kurlanskaia,0.0,Baltic,1901,Kurlanskaia,Baltic
757,2-56092,999999,1876-06-16,St. Petersburg,Keller Distilling Co.,"Ob. vodochnogo zavoda ""Keller i Ko.""",1,2,2085,,,600.0,9,600,6000.0,100.0,100,1.0,,,1876,6,16,758.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
758,2-56094,999999,1876-06-16,TBST,Pastukhov Iron Co.,Ob. pervogo antratsitno-chuguno-plavil'nogo i zheleznodelatel'nogo zavoda D. A. Pastukhova,1,2,3400,3312.0,,2400.0,9,2400,1600.0,1000.0,1000,2.0,1299.0,,1876,6,16,759.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,1611,Kievskaia,South
759,2-56095,999999,1876-06-16,Odessa,Anselm Brewing Co.,"Ob. pivovarennogo zavoda ""Ansel'm"" v Odesse",1,2,2082,,,750.0,9,750,7500.0,100.0,100,1.0,,,1876,6,16,760.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,1.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,4705,Khersonskaia,South
760,2-56109,999999,1876-06-18,Omsk,Omsk Bottling Co.,Omskoe ob. iskusstvennykh mineral'nykh vod,1,1,2086,,,25.0,9,25,1000.0,25.0,25,0.0,,,1876,6,18,761.0,1.0,0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,8101,Akmolinskaia,0.0,Central Asia,8101,Akmolinskaia,Central Asia
761,2-56110,999999,1876-06-18,"Fridovo, Starok","konstan. d.Zbruch Sugar Co. (1876) [cf. 3-08505, 1892!",Tov. sveklosakharnogo i rafinadnogo zavoda Zbruch,4,1,2063,,,350.0,9,350,700.0,500.0,500,1.0,,,1876,6,18,762.0,1.0,1,0,0,4,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,0812,Volynskaia,0.0,South,0812,Volynskaia,South
762,2-56111,999999,1876-06-18,Warsaw,Orzysz Sugar Co.,Tov. Oryshevskogo sakharnogo zavoda,4,2,2063,,,700.0,9,700,1400.0,500.0,500,1.0,,,1876,6,18,763.0,0.0,0,0,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,5101,Varshavskaia,0.0,Poland,5107,Varshavskaia,Poland
763,2-56112,999999,1876-06-18,St. Petersburg,Sakhalin Coal Co.,"Ob. razrabotki Russkikh mineral'nykh bogatsv, pod firmoiu ""Sakhalin""",1,1,1211,,,1250.0,1,1548,10000.0,125.0,155,0.0,,,1876,6,18,764.0,1.0,0,3,8,2,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,7700,Sakhalin,Siberia
764,2-56155,999999,1876-07-02,Reval,Reval Water and Gas Light Co.,Revel'skoe ob. vodoprovodov i gazovogo osveshcheniia,1,2,4923,4941.0,,250.0,9,250,750.0,200.0,200,2.0,,,1876,7,2,765.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4901,Estlandskaia,0.0,Baltic,4901,Estlandskaia,Baltic
765,2-56156,999999,1876-07-02,Moscow,Russian Vocational Training Co.,"Russkoe tov. ""Sotrudnik shkol""",4,1,8249,,,300.0,9,300,1200.0,250.0,250,0.0,,,1876,7,2,766.0,1.0,0,0,0,5,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
766,2-56237,999999,1876-07-23,Moscow,Danilov Mfg. Co. (cotton textiles),Tov. Danilovskoi manufaktury,4,2,2211,,,1500.0,9,1500,500.0,3000.0,3000,0.0,,,1876,7,23,767.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
767,2-56296,999999,1876-08-13,St. Petersburg,Petersburg Streetcar Co.,Ak. ob. konnozheleznykh dorog v S.-Peterburge,1,1,4111,,,7500.0,9,7500,25000.0,100.0,100,2.0,,,1876,8,13,768.0,1.0,0,0,0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
768,2-56324,999999,1876-08-23,Penza,Krishtafovich Brick Co.,Tov. kirpichnykh zavodov P. E. Krishtafovich i Ko.,4,2,3250,3281.0,,300.0,9,300,600.0,500.0,500,0.0,,,1876,8,23,769.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,0.0,0.0,1.0,3001,Penzenskaia,0.0,Center,3001,Penzenskaia,Center
769,2-56346,999999,1876-09-01,Moscow,Liphart Cement Co.,"Tov. dlia proizvodstva tsementa, izveti i alebastra ""Emil' Lipgart i Ko.""",4,2,3241,1422.0,1492.0,500.0,9,500,500.0,1000.0,1000,0.0,3504.0,,1876,9,1,770.0,0.0,0,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANUMINERAL,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
770,2-56347,999999,1876-09-01,St. Petersburg,Artificial Butter Co.,Tov. dlia prigotovleniia iskusstvennogo korov'iago masla,4,2,2079,,,500.0,9,500,100.0,5000.0,5000,0.0,3701.0,,1876,9,1,771.0,0.0,0,0,0,2,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,2401,Moskovskaia,Center
771,2-56348,999999,1876-09-01,St. Petersburg,Neman River Barge Co.,Ak. ob. tsepnogo (tuernogo) parokhodstva po reke Nemanu,1,1,4441,,,2400.0,1,2971,24000.0,100.0,124,0.0,,,1876,9,1,772.0,1.0,0,5,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9206,.,Poland
772,2-56366,999999,1876-09-09,"Khazhino, Berdi",ichev dist.Khazhino Sugar Co.,Tov. Khazhinskogo sveklosakharnogo i rafinadnogo zavoda,4,1,2063,,,450.0,9,450,450.0,1000.0,1000,0.0,,,1876,9,9,773.0,1.0,0,0,0,4,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,1602,Kievskaia,0.0,South,1602,Kievskaia,South
773,2-56377,999999,1876-09-17,Nizhnii Novgoro,od         Balykovo Iron and Steel Co.,"Balykovskogo chuguno-plavil'nogo, zhelezodelatel'nogo i staleliteinogo zavoda",4,2,3400,3312.0,,400.0,9,400,800.0,500.0,500,0.0,,,1876,9,17,774.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MANUMETALS,0.0,0.0,0.0,0.0,0.0,1.0,2501,Nizhegorodskaia,0.0,Volga-Ural,2502,Nizhegorodskaia,Volga-Ural
774,2-56390,999999,1876-09-23,"Belaia tserkov,",", Vasil.d. Olshana Sugar Co.",Tov. Ol'shanskikh sakharnykh zavodov,4,2,2063,,,800.0,9,800,800.0,1000.0,1000,1.0,,,1876,9,23,775.0,0.0,1,0,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,1603,Kievskaia,0.0,South,1604,Kievskaia,South
775,2-56391,999999,1876-09-23,Reval [SPb 1914,4!         Reval Distilling Co.,Tov. Revel'skogo zavoda dlia ochistki spirta,4,1,2085,,,300.0,9,300,300.0,1000.0,1000,1.0,,,1876,9,23,776.0,1.0,0,0,0,4,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,4901,Estlandskaia,0.0,Baltic,4901,Estlandskaia,Baltic
776,2-56614,999999,1876-11-19,St. Petersburg,Lutsch Calico Co.,"Tov. sittse-nabivnoi fabriki pod firmoiu ""Iakov Liutsh v S.-Peterburge""",4,2,2261,,,500.0,9,500,500.0,1000.0,1000,0.0,,,1876,11,19,777.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
777,2-56793,999999,1876-12-31,Reval,Reval Yeast Co.,Revel'skoe ak. ob. dlia vydelki sukhikh (pressovykh) drozhzhei,1,1,2099,,,300.0,9,300,1500.0,200.0,200,0.0,,,1876,12,31,778.0,1.0,0,0,0,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,4901,Estlandskaia,0.0,Baltic,4901,Estlandskaia,Baltic
778,2-56812,999999,1877-01-07,Moscow,Lapino Mfg. Co. (cotton textiles),Tov. Lapinskoi manufaktury,4,2,2281,2211.0,,600.0,9,600,600.0,1000.0,1000,0.0,,,1877,1,7,779.0,0.0,0,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
779,2-56813,999999,1877-01-07,St. Petersburg,Kubena River Lumber Co.,Tov. Kubenskoi lesopil'nogo zavoda,4,2,2421,,,370.0,9,370,370.0,1000.0,1000,0.0,,,1877,1,7,780.0,0.0,0,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUWOOD,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,0704,Vologodskaia,North
780,2-56814,999999,1877-01-07,Rzhev,Rzhev Paper Co.,Tov. Rzhevskoi pischebumazhnoi fabriki,4,2,2621,,,400.0,9,400,800.0,500.0,500,0.0,,,1877,1,7,781.0,0.0,0,0,0,3,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MANUPAPER,0.0,0.0,0.0,0.0,0.0,1.0,4311,Tverskaia,0.0,Center,4311,Tverskaia,Center
781,2-56815,999999,1877-01-07,Moscow,Konshin Mfg. Co. (cotton textiles),Tov. manufaktury Nikolaia Nikolaevicha Konshina v Serpukhove,4,2,2281,2211.0,2261.0,3000.0,9,3000,600.0,5000.0,5000,0.0,,,1877,1,7,782.0,0.0,0,0,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2413,Moskovskaia,Center
782,2-56966,999999,1877-02-18,Moscow,Tretiakov Mfg. Co. (cotton textiles),Tov. manufaktur Tret'iakovykh,4,2,2281,2211.0,2261.0,3000.0,9,3000,600.0,5000.0,5000,0.0,2413.0,,1877,2,18,783.0,0.0,0,0,0,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,1.0,0.0,0.0,2401,Moskovskaia,1.0,Center,2401,Moskovskaia,Center
783,2-57047,999999,1877-03-11,Grodno [SPb 189,92-1914!   Grodno Water Co.,Grodnenskoe ob. vodosnabzheniia,1,2,4941,,,500.0,9,500,5000.0,100.0,100,0.0,,,1877,3,11,784.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1101,Grodnenskaia,0.0,West,1101,Grodnenskaia,West
784,2-57099,999999,1877-03-25,St. Petersburg,Petersburg Macaroni Co.,Tov. parovoi makaronnoi fabriki v S.-Peterburge,3,2,2098,,,300.0,9,300,3000.0,100.0,100,0.0,,,1877,3,25,785.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
785,2-57100,999999,1877-03-25,St. Petersburg,Grand Island Chemical Co.,Ak. ob. fabriki khimicheskikh produktov na Bol'shom Rezvom ostrove,1,2,2834,,,500.0,9,500,2500.0,200.0,200,0.0,,,1877,3,25,786.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MANUCHEMICALS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
786,2-57288,999999,1877-05-06,St. Petersburg,Schluesselburg Steamship Co.,"Tov. ""Shlissel'burgskoe parokhodstvo""",4,2,4441,,,300.0,9,300,300.0,1000.0,1000,0.0,,,1877,5,6,787.0,0.0,0,3,0,2,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9201,.,North
